股票代码,报告期,净资产收益率,净利润,营业总收入同比增长率,净利润同比增长率
601009,2009-03-31,0.0,4.13亿,23.65,0.68
601009,2009-06-30,6.88,8.01亿,18.62,1.56
601009,2009-09-30,0.0,12.24亿,14.29,0.91
601009,2009-12-31,13.23,15.44亿,12.53,6.02
601009,2010-03-31,4.75,5.87亿,36.35,42.17
601009,2010-06-30,9.46,11.97亿,47.18,49.53
601009,2010-09-30,14.15,18.27亿,52.34,49.24
601009,2010-12-31,17.21,23.11亿,46.25,49.7
601009,2011-03-31,4.08,7.85亿,38.19,33.6
601009,2011-06-30,8.11,15.89亿,36.19,32.76
601009,2011-09-30,11.87,23.42亿,33.26,28.16
601009,2011-12-31,15.87,32.12亿,40.66,38.97
601009,2012-03-31,4.67,10.33亿,34.28,31.71
601009,2012-06-30,9.57,21.84亿,36.7,37.42
601009,2012-09-30,13.01,29.65亿,29.18,26.63
601009,2012-12-31,17.35,40.13亿,22.14,24.94
601009,2013-03-31,4.71,11.92亿,11.26,15.33
601009,2013-06-30,9.3,24.04亿,7.37,10.05
601009,2013-09-30,13.31,34.19亿,13.37,15.29
601009,2013-12-31,17.56,44.97亿,14.96,12.07
601009,2014-03-31,5.16,14.20亿,37.2,19.13
601009,2014-06-30,10.04,28.67亿,45.05,19.26
601009,2014-09-30,14.42,41.60亿,49.41,21.68
601009,2014-12-31,19.0,56.09亿,52.62,24.72
601009,2015-03-31,5.34,17.73亿,47.86,24.91
601009,2015-06-30,10.42,35.68亿,46.87,24.45
601009,2015-09-30,14.77,51.78亿,44.0,24.48
601009,2015-12-31,17.59,70.01亿,42.77,24.82
601009,2016-03-31,4.4,21.19亿,54.98,19.49
601009,2016-06-30,8.94,43.62亿,37.21,22.26
601009,2016-09-30,12.83,63.52亿,26.84,22.67
601009,2016-12-31,16.25,82.62亿,16.6,18.01
601009,2017-03-31,4.63,24.53亿,20.61,15.78
601009,2017-06-30,9.51,51.05亿,17.04,17.03
601009,2017-09-30,13.71,74.33亿,11.84,17.02
601009,2017-12-31,16.94,96.68亿,6.68,17.02
601009,2018-03-31,5.01,28.86亿,7.53,17.61
601009,2018-06-30,9.81,59.78亿,8.62,17.11
601009,2018-09-30,13.65,85.74亿,8.75,15.35
601009,2018-12-31,16.96,110.73亿,10.33,14.53
601009,2019-03-31,4.75,33.20亿,29.73,15.07
601009,2019-06-30,9.61,68.79亿,23.29,15.07
601009,2019-09-30,13.42,98.89亿,21.1,15.33
601009,2019-12-31,16.53,124.53亿,18.38,12.47
601009,2020-03-31,4.75,37.51亿,15.44,12.96
601009,2020-06-30,8.56,72.21亿,6.6,4.98
601009,2020-09-30,11.47,100.88亿,2.42,2.01
601009,2020-12-31,14.32,131.01亿,6.24,5.2
601009,2021-03-31,4.14,40.99亿,1.64,9.3
601009,2021-06-30,8.4,84.54亿,14.09,17.07
601009,2021-09-30,11.88,123.44亿,20.99,22.36
601009,2021-12-31,14.85,158.57亿,18.74,21.04
601009,2022-03-31,4.41,50.15亿,20.39,22.33
601009,2022-06-30,8.74,101.51亿,16.28,20.07
601009,2022-09-30,12.52,149.71亿,16.13,21.28
601009,2022-12-31,15.12,184.08亿,9.0,16.09
601009,2023-03-31,4.2,54.27亿,5.51,8.22
601009,2023-06-30,8.14,106.85亿,3.28,5.26
601009,2023-09-30,11.44,152.84亿,1.43,2.09
601009,2023-12-31,13.12,185.02亿,1.24,0.51
601009,2024-03-31,3.99,57.06亿,2.83,5.14
601009,2024-06-30,7.98,115.94亿,7.87,8.51
601009,2024-09-30,11.31,166.63亿,8.03,9.02
601009,2024-12-31,12.97,201.77亿,11.32,9.05
601009,2025-03-31,3.8,61.08亿,6.53,7.06
601009,2025-06-30,7.66,126.19亿,8.64,8.84
601009,2025-09-30,10.53,180.05亿,8.79,8.06
600027,2002-12-31,14.7,11.93亿,9.32,14.09
600027,2003-12-31,11.7,10.24亿,3.3,14.21
600027,2004-12-31,11.04,10.44亿,26.15,2.01
600027,2005-06-30,3.91,4.54亿,34.24,30.96
600027,2005-12-31,8.49,10.15亿,30.71,2.79
600027,2006-06-30,3.97,5.42亿,8.48,19.31
600027,2006-12-31,8.66,12.12亿,11.1,19.43
600027,2007-06-30,4.01,5.65亿,23.52,4.37
600027,2007-12-31,8.82,13.62亿,38.68,12.34
600027,2008-06-30,3.61,-4.92亿,60.4,187.01
600027,2008-09-30,0.0,-13.67亿,46.54,238.88
600027,2008-12-31,19.21,-25.58亿,32.53,287.85
600027,2009-03-31,0.0,1.91亿,13.9,221.23
600027,2009-06-30,4.82,5.46亿,11.13,210.9
600027,2009-09-30,0.0,9.04亿,12.63,166.13
600027,2009-12-31,9.74,11.51亿,14.71,144.98
600027,2010-03-31,0.49,7723.80万,25.2,59.55
600027,2010-06-30,0.23,3535.90万,26.49,93.52
600027,2010-09-30,2.3,-3.48亿,23.8,138.54
600027,2010-12-31,1.32,2.08亿,23.97,81.94
600027,2011-03-31,1.68,-2.65亿,29.48,442.63
600027,2011-06-30,0.74,1.19亿,21.16,236.29
600027,2011-09-30,0.18,2878.20万,19.6,108.26
600027,2011-12-31,0.49,7919.30万,19.9,61.9
600027,2012-03-31,1.24,2.01亿,15.2,175.91
600027,2012-06-30,1.66,2.70亿,11.55,127.02
600027,2013-03-31,4.12,8.13亿,4.44,304.56
600027,2013-12-31,19.72,41.39亿,11.99,191.93
600027,2014-03-31,5.1,12.01亿,3.17,47.74
600027,2014-06-30,11.14,26.78亿,6.91,58.04
600027,2014-09-30,16.62,47.36亿,2.9,62.03
600027,2014-12-31,21.88,63.56亿,2.66,53.57
600027,2015-03-31,5.52,20.50亿,6.07,70.75
600027,2015-06-30,10.63,38.12亿,9.48,42.36
600027,2015-09-30,18.45,60.69亿,9.97,28.13
600027,2015-12-31,21.0,76.94亿,7.33,21.05
600027,2016-03-31,4.21,18.19亿,7.33,11.29
600027,2016-06-30,6.12,26.35亿,13.72,30.87
600027,2016-09-30,8.69,37.18亿,10.82,38.73
600027,2016-12-31,7.93,33.44亿,10.8,56.53
600027,2017-03-31,0.03,1183.60万,13.38,99.35
600027,2017-06-30,0.5,-2.12亿,23.99,108.04
600027,2017-09-30,0.57,-2.37亿,26.62,106.38
600027,2017-12-31,1.02,4.30亿,24.72,87.14
600027,2018-12-31,3.65,17.26亿,11.84,301.18
600027,2019-03-31,1.54,7.70亿,4.04,12.04
600027,2019-06-30,3.27,16.63亿,5.21,68.57
600027,2019-09-30,4.86,25.13亿,3.68,59.97
600027,2019-12-31,6.46,34.07亿,4.86,97.44
600027,2020-03-31,2.13,11.89亿,6.01,54.44
600027,2020-06-30,4.19,23.86亿,5.91,43.49
600027,2020-09-30,6.38,38.15亿,5.4,51.85
600027,2020-12-31,7.03,44.41亿,3.11,30.36
600027,2021-03-31,1.96,12.40亿,32.31,4.23
600027,2021-06-30,5.71,33.72亿,28.77,41.34
600027,2021-09-30,1.72,15.93亿,19.32,58.25
600027,2021-12-31,13.67,-49.82亿,12.27,212.18
600027,2022-03-31,1.01,6.22亿,3.98,49.82
600027,2022-06-30,2.98,16.56亿,8.99,50.9
600027,2022-09-30,4.17,23.37亿,1.92,46.72
600027,2022-12-31,2.12,1.16亿,2.34,102.33
600027,2023-03-31,2.51,11.34亿,10.98,82.3
600027,2023-06-30,5.6,25.82亿,19.99,55.91
600027,2023-09-30,9.83,44.99亿,13.9,92.49
600027,2024-03-31,4.03,18.62亿,3.21,64.21
600027,2024-06-30,6.66,34.50亿,10.54,33.63
600027,2024-09-30,10.73,55.56亿,6.52,23.5
600027,2024-12-31,11.66,57.03亿,3.57,26.11
600027,2025-03-31,4.06,19.30亿,14.14,3.66
600027,2025-06-30,7.67,39.04亿,8.98,13.15
600027,2025-09-30,12.73,64.37亿,9.72,15.87
000876,1997-12-31,45.74,5251.46万,7.85,7.65
000876,1998-12-31,15.62,5748.92万,15.1,9.47
000876,2000-12-31,10.69,2851.30万,22.13,48.77
000876,2001-06-30,4.46,4246.99万,12.92,17.1
000876,2001-12-31,8.61,8430.31万,27.03,195.67
000876,2002-06-30,4.6,4850.97万,33.89,14.22
000876,2002-12-31,11.15,1.20亿,51.04,42.05
000876,2003-06-30,5.35,6297.81万,98.61,29.83
000876,2003-09-30,9.07,1.09亿,86.13,21.72
000876,2003-12-31,10.09,1.24亿,74.09,3.84
000876,2004-06-30,5.23,7479.15万,25.27,18.76
000876,2004-09-30,8.0,1.16亿,32.01,6.42
000876,2004-12-31,9.43,1.40亿,33.11,12.35
000876,2005-03-31,3.0,4819.31万,35.67,85.28
000876,2005-06-30,4.92,7936.31万,32.04,6.11
000876,2005-12-31,10.77,1.78亿,17.2,27.17
000876,2006-06-30,6.12,1.17亿,12.96,47.57
000876,2006-12-31,11.71,2.19亿,15.44,23.55
000876,2007-06-30,8.03,1.65亿,22.25,41.16
000876,2007-12-31,13.03,3.03亿,34.09,38.07
000876,2008-06-30,6.96,1.89亿,77.26,14.18
000876,2008-09-30,0.0,2.81亿,62.92,12.5
000876,2008-12-31,8.4,2.29亿,51.57,24.57
000876,2009-03-31,0.0,8138.65万,12.54,47.96
000876,2009-06-30,9.97,2.66亿,13.36,40.66
000876,2009-09-30,0.0,3.93亿,8.46,39.81
000876,2009-12-31,12.13,4.09亿,6.41,78.74
000876,2010-03-31,3.31,1.17亿,13.88,43.19
000876,2010-06-30,7.21,2.59亿,12.91,2.29
000876,2010-09-30,11.31,4.13亿,11.88,5.16
000876,2010-12-31,15.67,14.37亿,14.53,251.75
000876,2011-03-31,4.84,5.15亿,32.71,342.02
000876,2011-06-30,11.96,11.11亿,33.1,328.23
000876,2011-09-30,19.86,20.84亿,31.91,404.6
000876,2011-12-31,30.94,26.43亿,34.82,83.88
000876,2012-03-31,5.64,5.56亿,24.33,7.93
000876,2012-06-30,9.74,9.97亿,24.98,10.29
000876,2012-09-30,14.1,14.74亿,9.65,29.27
000876,2012-12-31,16.55,17.07亿,2.23,35.4
000876,2013-03-31,3.98,4.63亿,15.95,16.81
000876,2013-06-30,7.24,8.49亿,13.82,14.86
000876,2013-09-30,11.72,13.91亿,8.69,5.58
000876,2013-12-31,15.68,18.99亿,5.25,11.2
000876,2014-03-31,2.16,2.83亿,1.61,38.79
000876,2014-06-30,7.04,9.51亿,3.78,12.03
000876,2014-09-30,11.23,15.73亿,0.24,13.05
000876,2014-12-31,13.68,20.20亿,0.89,6.39
000876,2015-03-31,2.87,5.15亿,10.62,81.98
000876,2015-06-30,6.37,11.58亿,8.04,21.83
000876,2015-09-30,9.63,17.75亿,8.57,12.85
000876,2015-12-31,11.98,22.11亿,12.13,9.47
000876,2016-03-31,3.27,6.60亿,7.14,28.0
000876,2016-06-30,7.37,14.31亿,5.79,23.53
000876,2016-09-30,10.7,21.14亿,4.82,19.06
000876,2016-12-31,12.19,24.69亿,1.04,11.67
000876,2017-03-31,3.03,6.39亿,19.41,3.12
000876,2017-06-30,5.3,11.31亿,7.2,20.94
000876,2017-09-30,8.93,19.40亿,3.44,8.23
000876,2017-12-31,10.81,22.80亿,2.77,7.66
000876,2018-03-31,2.85,6.04亿,1.32,5.51
000876,2018-06-30,3.97,8.46亿,6.22,25.2
000876,2018-09-30,6.71,14.51亿,10.8,25.2
000876,2018-12-31,7.87,17.05亿,10.38,25.23
000876,2019-03-31,3.09,6.66亿,9.49,10.38
000876,2019-06-30,7.13,15.62亿,11.54,84.61
000876,2019-09-30,13.49,30.72亿,12.01,111.73
000876,2019-12-31,20.63,50.42亿,18.81,195.78
000876,2020-03-31,5.99,16.27亿,26.87,144.13
000876,2020-06-30,11.16,31.64亿,26.64,102.57
000876,2020-09-30,17.37,50.85亿,31.4,65.54
000876,2020-12-31,16.09,49.44亿,33.85,1.94
000876,2021-03-31,0.23,1.37亿,42.15,91.59
000876,2021-06-30,9.28,-34.15亿,37.64,207.94
000876,2021-09-30,18.14,-64.01亿,26.32,225.89
000876,2021-12-31,28.58,-95.91亿,14.97,293.98
000876,2022-06-30,15.37,-41.40亿,1.32,21.22
000876,2022-09-30,9.96,-27.07亿,6.29,57.72
000876,2022-12-31,5.55,-14.60亿,12.07,84.78
000876,2023-03-31,11.6,-16.86亿,14.92,41.45
000876,2023-06-30,11.56,-29.83亿,11.43,27.95
000876,2023-09-30,15.23,-38.58亿,6.3,42.52
000876,2023-12-31,0.71,2.49亿,0.14,117.07
000876,2024-03-31,8.63,-19.34亿,29.49,14.75
000876,2024-06-30,5.46,-12.17亿,28.62,59.18
000876,2024-09-30,0.45,1.53亿,27.67,103.97
000876,2024-12-31,1.73,4.74亿,27.27,90.05
000876,2025-03-31,1.64,4.45亿,2.13,122.99
000876,2025-06-30,2.94,7.55亿,4.13,162.0
000876,2025-09-30,2.88,7.60亿,4.27,395.89
600160,1998-12-31,17.89,9570.88万,8.0,14.99
600160,2001-06-30,7.4,7305.01万,2.88,2.31
600160,2001-12-31,9.5,1.05亿,2.61,11.56
600160,2002-12-31,6.36,8673.85万,19.91,17.56
600160,2003-12-31,8.23,1.20亿,20.85,38.27
600160,2004-06-30,5.39,7771.38万,25.58,34.73
600160,2004-12-31,10.09,1.47亿,35.88,22.98
600160,2005-06-30,5.8,8885.92万,39.14,14.34
600160,2005-12-31,12.28,1.91亿,23.05,29.33
600160,2006-06-30,4.94,7969.20万,9.09,10.32
600160,2006-12-31,10.07,1.63亿,28.19,14.53
600160,2007-06-30,4.05,7178.73万,36.02,9.92
600160,2007-12-31,11.36,2.07亿,32.13,27.16
600160,2008-06-30,4.93,9495.40万,26.4,32.27
600160,2008-09-30,0.0,9704.05万,14.0,24.41
600160,2008-12-31,4.56,8746.75万,2.43,57.8
600160,2009-03-31,0.0,-6655.23万,40.82,289.17
600160,2009-06-30,3.14,6213.04万,42.08,34.57
600160,2009-09-30,0.0,2942.92万,37.96,69.67
600160,2009-12-31,4.7,1.15亿,30.57,32.02
600160,2010-03-31,4.74,1.01亿,32.08,251.85
600160,2010-06-30,9.94,2.31亿,38.34,271.53
600160,2010-12-31,25.95,5.86亿,45.15,407.9
600160,2011-03-31,15.63,4.16亿,98.32,311.17
600160,2011-06-30,42.6,12.84亿,74.65,456.46
600160,2011-12-31,48.24,17.47亿,49.68,197.83
600160,2012-03-31,4.06,2.34亿,7.11,43.59
600160,2012-06-30,9.25,5.47亿,12.44,57.44
600160,2012-09-30,10.45,6.11亿,6.73,61.47
600160,2012-12-31,10.57,6.12亿,4.02,64.97
600160,2013-03-31,1.14,6992.69万,4.33,70.17
600160,2013-06-30,1.95,1.18亿,10.4,78.33
600160,2013-09-30,3.58,2.14亿,8.52,65.01
600160,2013-12-31,4.29,2.53亿,8.36,58.65
600160,2014-03-31,0.03,181.08万,2.18,97.41
600160,2014-06-30,0.9,6675.68万,5.23,43.64
600160,2014-09-30,1.57,1.15亿,4.51,46.12
600160,2014-12-31,2.21,1.63亿,0.28,35.76
600160,2015-03-31,0.02,171.56万,9.46,5.26
600160,2015-06-30,1.18,8562.16万,5.22,28.26
600160,2015-09-30,1.91,1.39亿,3.21,20.55
600160,2015-12-31,2.24,1.62亿,2.53,0.45
600160,2016-06-30,0.67,4877.24万,12.19,43.04
600160,2016-09-30,0.98,7066.75万,6.47,49.13
600160,2016-12-31,1.89,1.51亿,6.15,6.52
600160,2018-03-31,3.87,4.24亿,36.62,130.58
600160,2018-06-30,9.34,10.65亿,24.44,102.42
600160,2018-09-30,14.29,16.59亿,19.47,105.45
600160,2018-12-31,18.08,21.53亿,13.42,136.97
600160,2019-03-31,2.9,3.70亿,5.73,12.78
600160,2019-06-30,5.51,7.05亿,6.5,33.75
600160,2019-09-30,6.96,8.92亿,5.8,46.24
600160,2019-12-31,7.05,8.99亿,0.39,58.23
600160,2020-03-31,0.09,1060.68万,11.58,97.13
600160,2020-06-30,0.12,1398.36万,8.4,98.02
600160,2020-09-30,0.3,3849.61万,6.88,95.69
600160,2020-12-31,0.75,9537.52万,0.09,89.39
600160,2021-03-31,0.09,1183.78万,3.19,11.61
600160,2022-12-31,16.57,23.81亿,19.48,114.66
600160,2023-03-31,0.98,1.53亿,0.68,34.89
600160,2023-06-30,3.14,4.90亿,3.89,48.61
600160,2023-09-30,4.81,7.47亿,2.22,56.04
600160,2023-12-31,5.99,9.44亿,3.88,60.37
600160,2024-03-31,1.81,3.10亿,19.52,103.35
600160,2024-06-30,5.05,8.30亿,19.65,69.52
600160,2024-09-30,7.57,12.48亿,11.83,67.15
600160,2024-12-31,11.59,19.60亿,18.43,107.69
600160,2025-03-31,4.44,8.09亿,6.05,160.64
600160,2025-06-30,10.86,20.51亿,10.36,146.97
600160,2025-09-30,16.87,32.48亿,13.89,160.22
600875,1998-12-31,3.4,7147.46万,14.01,27.29
600875,1999-12-31,0.53,504.26万,7.71,92.94
600875,2000-12-31,0.2,230.97万,14.89,54.2
600875,2001-06-30,6.55,-7050.88万,13.52,487.25
600875,2002-12-31,2.2,1661.30万,148.7,106.36
600875,2003-06-30,0.89,1896.80万,74.83,163.8
600875,2003-12-31,3.55,3312.64万,22.5,99.4
600875,2004-06-30,3.81,3687.97万,69.32,94.43
600875,2005-12-31,35.15,5.28亿,48.58,99.48
600875,2006-06-30,18.68,3.96亿,75.56,50.84
600875,2007-06-30,17.24,10.86亿,31.85,174.22
600875,2007-12-31,35.15,19.90亿,7.84,3.9
600875,2008-06-30,20.1,4.43亿,2.52,59.23
600875,2008-09-30,0.0,7.60亿,5.65,59.72
600875,2008-12-31,5.86,1.53亿,12.3,92.33
600875,2009-03-31,0.0,2.99亿,21.17,29.65
600875,2009-06-30,0.0,6.68亿,25.72,50.71
600875,2009-09-30,0.0,10.71亿,19.18,41.06
600875,2010-03-31,5.12,4.71亿,4.21,57.46
600875,2010-06-30,12.49,10.02亿,8.93,50.16
600875,2010-09-30,17.96,17.07亿,13.64,59.3
600875,2010-12-31,17.75,25.77亿,14.61,67.48
600875,2011-03-31,5.46,6.19亿,23.98,31.56
600875,2011-06-30,11.77,15.38亿,16.84,53.42
600875,2011-09-30,18.85,22.78亿,15.88,33.48
600875,2011-12-31,24.65,30.56亿,12.7,18.6
600875,2012-03-31,5.27,7.47亿,12.28,20.59
600875,2012-06-30,8.62,12.44亿,1.28,19.11
600875,2012-09-30,12.49,18.25亿,1.3,19.89
600875,2012-12-31,14.84,21.91亿,11.27,28.31
600875,2013-03-31,2.98,4.74亿,13.34,36.47
600875,2013-06-30,7.29,11.86亿,2.28,4.65
600875,2013-09-30,11.41,18.88亿,2.32,3.48
600875,2013-12-31,14.1,23.49亿,11.32,7.22
600875,2014-03-31,2.33,4.18亿,1.04,11.92
600875,2014-06-30,4.65,8.39亿,7.25,29.24
600875,2014-09-30,6.03,10.89亿,6.3,42.32
600875,2014-12-31,6.92,12.78亿,7.91,45.59
600875,2015-03-31,0.52,1.08亿,6.95,74.22
600875,2015-06-30,0.83,1.68亿,4.1,79.94
600875,2015-09-30,1.11,2.46亿,8.68,77.41
600875,2015-12-31,1.94,4.39亿,7.73,65.65
600875,2016-03-31,0.02,439.48万,20.84,95.92
600875,2016-06-30,1.49,-3.42亿,0.08,302.92
600875,2017-06-30,1.77,4.86亿,19.99,242.26
600875,2017-09-30,2.02,6.08亿,11.53,157.13
600875,2017-12-31,3.13,10.57亿,7.38,159.26
600875,2018-03-31,0.97,2.50亿,18.05,63.32
600875,2018-06-30,1.93,5.35亿,7.57,10.01
600875,2018-09-30,3.35,9.12亿,0.4,49.9
600875,2018-12-31,3.9,11.29亿,8.15,6.77
600875,2019-03-31,1.23,3.54亿,9.32,41.6
600875,2019-06-30,2.52,7.30亿,4.44,36.46
600875,2019-09-30,3.56,10.35亿,3.5,13.54
600875,2019-12-31,4.4,12.78亿,6.95,13.19
600875,2020-03-31,1.33,3.96亿,4.33,11.9
600875,2020-06-30,3.19,9.54亿,12.07,30.79
600875,2020-09-30,4.46,13.42亿,17.76,29.65
600875,2020-12-31,6.19,18.62亿,13.53,45.73
600875,2021-03-31,2.03,6.33亿,32.74,59.89
600875,2021-06-30,4.27,13.48亿,28.07,41.27
600875,2021-09-30,5.89,18.66亿,23.44,39.02
600875,2021-12-31,7.2,22.89亿,28.26,22.93
600875,2022-03-31,2.81,9.26亿,29.77,46.31
600875,2022-06-30,5.38,17.74亿,22.75,31.59
600875,2022-09-30,7.49,25.00亿,21.33,33.96
600875,2022-12-31,8.43,28.58亿,15.76,24.85
600875,2023-03-31,2.87,10.19亿,4.32,10.04
600875,2023-06-30,5.66,20.02亿,7.19,12.85
600875,2023-09-30,8.13,29.12亿,10.41,16.47
600875,2023-12-31,9.82,35.50亿,9.6,24.23
600875,2024-03-31,2.4,9.06亿,2.28,11.12
600875,2024-06-30,4.44,16.91亿,11.84,15.52
600875,2024-09-30,6.8,26.25亿,6.89,9.86
600875,2024-12-31,7.71,29.22亿,14.86,17.7
600875,2025-03-31,2.93,11.54亿,9.93,27.39
600875,2025-06-30,4.74,19.10亿,14.03,12.91
600875,2025-09-30,7.09,29.66亿,16.03,13.02
601138,2016-12-31,20.93,143.66亿,0.03,0.11
601138,2017-12-31,18.87,158.68亿,30.01,10.45
601138,2018-06-30,17.52,54.44亿,16.29,2.24
601138,2018-09-30,23.12,97.56亿,32.09,2.69
601138,2018-12-31,33.66,169.02亿,17.16,6.52
601138,2019-03-31,3.9,28.74亿,3.12,8.31
601138,2019-06-30,7.57,54.78亿,7.24,0.62
601138,2019-09-30,14.18,101.85亿,1.42,4.39
601138,2019-12-31,23.04,186.06亿,1.61,10.08
601138,2020-03-31,2.07,18.68亿,0.08,35.01
601138,2020-06-30,5.51,50.41亿,3.6,7.98
601138,2020-09-30,9.41,88.05亿,0.96,13.54
601138,2020-12-31,18.13,174.31亿,5.65,6.32
601138,2021-03-31,3.02,31.88亿,22.89,70.71
601138,2021-06-30,6.33,67.27亿,10.97,33.44
601138,2021-09-30,10.12,110.07亿,8.06,25.0
601138,2021-12-31,18.02,200.10亿,1.8,14.8
601138,2022-03-31,2.72,32.56亿,6.79,2.11
601138,2022-06-30,5.61,68.72亿,14.91,2.16
601138,2022-09-30,9.45,117.96亿,18.25,7.17
601138,2022-12-31,16.17,200.73亿,16.45,0.32
601138,2023-03-31,2.4,31.28亿,0.79,3.91
601138,2023-06-30,5.86,71.61亿,8.21,4.21
601138,2023-09-30,10.75,134.85亿,8.94,14.32
601138,2023-12-31,15.63,210.40亿,6.94,4.82
601138,2024-03-31,2.93,41.85亿,12.09,33.77
601138,2024-06-30,6.02,87.39亿,28.69,22.04
601138,2024-09-30,10.04,151.41亿,32.71,12.28
601138,2024-12-31,15.85,232.16亿,27.88,10.34
601138,2025-03-31,3.48,52.31亿,35.16,24.99
601138,2025-06-30,7.64,121.13亿,35.58,38.61
601138,2025-09-30,14.38,224.87亿,38.4,48.52
601138,2025-12-31,21.65,352.86亿,48.22,51.99
600111,1997-12-31,21.01,7115.95万,18.84,57.76
600111,1998-12-31,13.07,7563.63万,12.78,6.29
600111,2000-12-31,10.56,1.01亿,59.79,59.24
600111,2001-06-30,4.59,4605.97万,12.08,12.68
600111,2001-12-31,7.9,8056.87万,19.64,20.21
600111,2002-12-31,6.32,6518.98万,3.93,19.09
600111,2003-06-30,1.93,2068.96万,59.28,35.42
600111,2003-12-31,3.46,3787.86万,65.37,41.89
600111,2004-12-31,1.96,2187.75万,58.69,42.24
600111,2005-12-31,1.15,1304.87万,10.73,40.36
600111,2006-12-31,6.67,7236.29万,82.74,454.56
600111,2007-06-30,6.15,7608.83万,94.95,267.96
600111,2007-12-31,20.06,3.08亿,55.33,325.84
600111,2008-06-30,15.12,2.47亿,6.52,224.8
600111,2008-09-30,0.0,2.82亿,40.18,54.61
600111,2008-12-31,10.72,1.67亿,29.0,45.78
600111,2009-03-31,0.0,-7891.22万,47.33,159.89
600111,2009-06-30,4.19,-6718.71万,30.01,127.19
600111,2009-09-30,0.0,-1364.78万,36.94,104.85
600111,2009-12-31,3.35,6218.77万,19.59,62.78
600111,2011-03-31,18.2,4.84亿,116.05,276.96
600111,2012-03-31,19.35,12.07亿,68.72,149.44
600111,2012-06-30,25.01,15.70亿,5.32,20.6
600111,2012-09-30,27.06,16.89亿,18.12,46.01
600111,2012-12-31,23.64,15.10亿,19.83,56.58
600111,2013-03-31,3.58,2.45亿,35.69,79.68
600111,2013-06-30,14.67,10.51亿,23.27,33.03
600111,2013-09-30,18.47,10.90亿,18.17,35.5
600111,2013-12-31,21.79,15.11亿,8.33,0.04
600111,2014-03-31,0.88,6937.74万,52.76,71.71
600111,2014-06-30,3.53,2.56亿,50.64,75.63
600111,2014-09-30,4.89,3.97亿,43.85,63.58
600111,2014-12-31,7.86,6.43亿,31.09,57.44
600111,2015-03-31,0.91,7577.82万,56.0,9.23
600111,2015-06-30,3.13,2.61亿,35.23,1.75
600111,2015-09-30,3.64,3.02亿,18.33,24.02
600111,2015-12-31,3.93,3.26亿,12.18,49.35
600111,2016-03-31,0.08,665.60万,53.07,91.22
600111,2016-06-30,0.38,3125.02万,31.22,88.01
600111,2016-09-30,0.41,3433.76万,20.64,88.61
600111,2016-12-31,1.09,9083.56万,21.92,72.11
600111,2017-06-30,1.33,1.12亿,83.74,258.27
600111,2017-12-31,4.69,4.01亿,99.56,341.83
600111,2018-03-31,1.23,1.09亿,56.53,46.41
600111,2018-06-30,2.43,2.18亿,39.71,94.48
600111,2018-09-30,4.19,3.79亿,31.34,8.67
600111,2018-12-31,6.47,5.84亿,36.76,45.46
600111,2019-03-31,1.24,1.20亿,30.98,9.66
600111,2019-06-30,2.85,2.66亿,49.62,22.18
600111,2019-09-30,5.02,4.61亿,51.18,21.56
600111,2019-12-31,6.48,6.16亿,29.65,5.57
600111,2020-03-31,1.7,1.45亿,15.28,21.11
600111,2020-06-30,3.37,3.39亿,12.81,27.43
600111,2020-09-30,5.17,5.29亿,10.26,14.76
600111,2020-12-31,8.3,9.12亿,17.43,48.03
600111,2021-03-31,7.12,8.27亿,39.77,470.85
600111,2021-09-30,25.59,31.49亿,51.61,495.03
600111,2021-12-31,37.28,51.30亿,38.83,462.32
600111,2022-03-31,9.66,15.58亿,49.72,88.51
600111,2022-06-30,18.45,31.27亿,36.74,53.62
600111,2022-09-30,27.4,46.31亿,16.22,47.07
600111,2022-12-31,34.02,59.84亿,22.53,16.65
600111,2023-03-31,4.54,9.22亿,5.9,40.83
600111,2023-06-30,5.18,10.56亿,18.11,66.24
600111,2023-09-30,6.81,13.80亿,10.98,70.19
600111,2023-12-31,11.44,23.71亿,10.1,60.38
600111,2024-03-31,0.24,5205.20万,37.59,94.35
600111,2024-06-30,0.21,4539.62万,21.19,95.7
600111,2024-09-30,1.86,4.05亿,13.5,70.64
600111,2024-12-31,4.57,10.04亿,1.58,57.64
600111,2025-09-30,6.66,15.41亿,40.5,280.27
002475,2008-12-31,27.56,5886.92万,79.52,83.25
002475,2009-12-31,28.7,7412.28万,7.23,25.91
002475,2010-09-30,20.18,7303.04万,58.34,36.12
002475,2010-12-31,30.22,1.16亿,72.83,56.2
002475,2011-03-31,1.64,2706.65万,77.49,30.4
002475,2011-06-30,5.72,9941.23万,153.88,96.36
002475,2011-09-30,10.97,1.90亿,188.97,160.62
002475,2011-12-31,19.82,2.57亿,152.89,122.13
002475,2012-03-31,1.78,3300.55万,75.41,21.94
002475,2012-06-30,5.55,1.04亿,28.21,4.25
002475,2012-09-30,10.73,1.86亿,19.72,2.16
002475,2012-12-31,13.58,2.63亿,23.15,2.3
002475,2013-03-31,2.14,4539.24万,32.09,37.53
002475,2013-06-30,5.66,1.19亿,41.44,15.27
002475,2013-09-30,10.18,2.20亿,41.25,18.21
002475,2013-12-31,15.48,3.40亿,45.9,29.15
002475,2014-03-31,3.82,9022.15万,73.2,98.76
002475,2014-06-30,9.79,2.38亿,79.43,99.15
